Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Мейшагола [54.87222,25.06667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Михайлишки [54.81417,26.16444]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Мусники [54.9455422,24.8229749]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Неменчин [54.847,25.469]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Подбрезье (Подбрезь) [54.939,25.23333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Рукойни [54.60861,25.51639]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Чабишки [54.953,24.653]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Ширвинты [55.03611,24.96944]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Шумск [50.11944,26.11667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Яшуны [54.72778,25.53056]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Березвеч [55.155139,27.688551]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Глубокое [55.133333,27.683333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Дисна [55.56278,28.22583]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Друя [55.78944,27.45333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Дисненский уезд > Заборье [,]
